date,dxy
2001-10-08,106.7608
2001-10-09,106.9697
2001-10-10,107.3269
2001-10-11,108.0664
2001-10-12,107.495
2001-10-15,107.3167
2001-10-16,107.3826
2001-10-17,107.5737
2001-10-18,107.9979
2001-10-19,108.2085
2001-10-22,108.98
2001-10-23,108.9984
2001-10-24,108.8697
2001-10-25,108.7007
2001-10-26,108.8678
2001-10-29,108.0397
2001-10-30,108.0111
2001-10-31,108.6554
2001-11-01,108.2302
2001-11-02,108.2576
2001-11-05,108.683
2001-11-06,108.4369
2001-11-07,108.2331
2001-11-08,108.6007
2001-11-09,108.6088
2001-11-12,108.6088
2001-11-13,109.3973
2001-11-14,109.2354
2001-11-15,109.419
2001-11-16,109.3236
2001-11-19,109.8295
2001-11-20,109.5959
2001-11-21,110.139
2001-11-22,110.139
2001-11-23,110.3919
2001-11-26,110.1775
2001-11-27,110.0258
2001-11-28,109.3735
2001-11-29,109.3867
2001-11-30,108.677
2001-12-03,109.2124
2001-12-04,109.2073
2001-12-05,109.4114
2001-12-06,109.2415
2001-12-07,109.3089
2001-12-10,109.6369
2001-12-11,109.5072
2001-12-12,109.0296
2001-12-13,108.889
2001-12-14,108.6173
2001-12-17,108.6785
2001-12-18,109.0442
2001-12-19,109.2648
2001-12-20,109.5936
2001-12-21,110.4333
2001-12-24,111.1714
2001-12-25,111.1714
2001-12-26,111.3262
2001-12-27,111.0117
2001-12-28,111.0767
2001-12-31,110.5327
2002-01-01,110.5327
2002-01-02,110.2433
2002-01-03,110.4058
2002-01-04,110.4276
2002-01-07,110.5443
2002-01-08,110.7379
2002-01-09,111.0162
2002-01-10,110.8711
2002-01-11,110.7993
2002-01-14,110.609
2002-01-15,110.4548
2002-01-16,111.0937
2002-01-17,111.6905
2002-01-18,111.578
2002-01-21,111.578
2002-01-22,111.7813
2002-01-23,111.7581
2002-01-24,112.0735
2002-01-25,112.9221
2002-01-28,113.0952
2002-01-29,112.4205
2002-01-30,112.3181
2002-01-31,112.8265
2002-02-01,112.6457
2002-02-04,112.0962
2002-02-05,112.5178
2002-02-06,112.5217
2002-02-07,112.5188
2002-02-08,112.3568
2002-02-11,111.7093
2002-02-12,111.6293
2002-02-13,111.8845
2002-02-14,111.7789
2002-02-15,111.7309
2002-02-18,111.7309
2002-02-19,111.6425
2002-02-20,112.0511
2002-02-21,112.1225
2002-02-22,111.8767
2002-02-25,112.2458
2002-02-26,112.7076
2002-02-27,112.9321
2002-02-28,112.6823
2002-03-01,112.3696
2002-03-04,111.749
2002-03-05,111.814
2002-03-06,111.0387
2002-03-07,110.2226
2002-03-08,110.7234
2002-03-11,110.6102
2002-03-12,110.8476
2002-03-13,111.0853
2002-03-14,110.7405
2002-03-15,110.5263
2002-03-18,110.9002
2002-03-19,111.1237
2002-03-20,110.6796
2002-03-21,110.7234
2002-03-22,111.0404
2002-03-25,111.4539
2002-03-26,111.4861
2002-03-27,111.7231
2002-03-28,111.7746
2002-03-29,111.7899
2002-04-01,111.4028
2002-04-02,111.4459
2002-04-03,111.1524
2002-04-04,111.3011
2002-04-05,111.011
2002-04-08,111.3426
2002-04-09,111.1185
2002-04-10,110.9774
2002-04-11,110.796
2002-04-12,111.0744
2002-04-15,111.0546
2002-04-16,110.5897
2002-04-17,110.0761
2002-04-18,109.8393
2002-04-19,109.9217
2002-04-22,109.9121
2002-04-23,109.8562
2002-04-24,109.5978
2002-04-25,108.9228
2002-04-26,108.8684
2002-04-29,108.6933
2002-04-30,108.9262
2002-05-01,108.206
2002-05-02,108.5292
2002-05-03,107.9714
2002-05-06,107.8944
2002-05-07,108.127
2002-05-08,108.8577
2002-05-09,108.4889
2002-05-10,108.0338
2002-05-13,108.0745
2002-05-14,108.6983
2002-05-15,108.2014
2002-05-16,108.0717
2002-05-17,106.9372
2002-05-20,106.8326
2002-05-21,106.5491
2002-05-22,106.1932
2002-05-23,106.4324
2002-05-24,106.4924
2002-05-27,106.4924
2002-05-28,106.014
2002-05-29,105.9838
2002-05-30,105.4357
2002-05-31,105.6437
2002-06-03,105.3466
2002-06-04,105.2602
2002-06-05,105.6487
2002-06-06,105.292
2002-06-07,105.3542
2002-06-10,105.5197
2002-06-11,105.6309
2002-06-12,105.4712
2002-06-13,105.594
2002-06-14,105.6347
2002-06-17,105.5846
2002-06-18,105.3094
2002-06-19,104.8847
2002-06-20,104.0354
2002-06-21,103.2381
2002-06-24,102.7476
2002-06-25,103.3942
2002-06-26,102.3906
2002-06-27,101.8206
2002-06-28,102.202
2002-07-01,102.0569
2002-07-02,102.4171
2002-07-03,102.5394
2002-07-04,102.5394
2002-07-05,102.9318
2002-07-08,101.9301
2002-07-09,101.3198
2002-07-10,101.6471
2002-07-11,101.2979
2002-07-12,101.5739
2002-07-15,100.8439
2002-07-16,100.6849
2002-07-17,100.9407
2002-07-18,101.1931
2002-07-19,100.4576
2002-07-22,101.1278
2002-07-23,102.5004
2002-07-24,102.2067
2002-07-25,101.9917
2002-07-26,103.1594
2002-07-29,103.4799
2002-07-30,102.9904
2002-07-31,103.5833
2002-08-01,103.3824
2002-08-02,103.178
2002-08-05,103.5869
2002-08-06,104.8817
2002-08-07,104.0711
2002-08-08,104.6263
2002-08-09,104.0439
2002-08-12,103.5216
2002-08-13,103.3651
2002-08-14,102.509
2002-08-15,102.7225
2002-08-16,102.7336
2002-08-19,103.4395
2002-08-20,103.4605
2002-08-21,103.0646
2002-08-22,103.7613
2002-08-23,103.5451
2002-08-26,103.5187
2002-08-27,102.7723
2002-08-28,102.8783
2002-08-29,102.7699
2002-08-30,102.9413
2002-09-02,102.9413
2002-09-03,101.9061
2002-09-04,102.4149
2002-09-05,102.5269
2002-09-06,102.7607
2002-09-09,102.9781
2002-09-10,103.5752
2002-09-11,103.9364
2002-09-12,103.9047
2002-09-13,104.1174
2002-09-16,104.345
2002-09-17,104.5844
2002-09-18,103.9124
2002-09-19,103.5513
2002-09-20,103.7595
2002-09-23,104.1896
2002-09-24,104.1571
2002-09-25,103.9958
2002-09-26,104.1119
2002-09-27,104.1048
2002-09-30,103.5577
2002-10-01,103.7896
2002-10-02,103.9488
2002-10-03,103.8566
2002-10-04,104.1508
2002-10-07,104.3878
2002-10-08,104.5419
2002-10-09,104.101
2002-10-10,104.0922
2002-10-11,104.134
2002-10-14,104.134
2002-10-15,104.3998
2002-10-16,104.2402
2002-10-17,104.5518
2002-10-18,104.7514
2002-10-21,104.444
2002-10-22,104.2816
2002-10-23,104.1568
2002-10-24,104.2271
2002-10-25,104.1136
2002-10-28,103.5151
2002-10-29,103.3724
2002-10-30,103.6006
2002-10-31,103.2141
2002-11-01,102.6738
2002-11-04,102.8164
2002-11-05,102.5031
2002-11-06,102.7066
2002-11-07,101.8315
2002-11-08,101.5327
2002-11-11,101.5327
2002-11-12,101.8569
2002-11-13,102.2314
2002-11-14,102.3585
2002-11-15,102.2847
2002-11-18,102.5784
2002-11-19,102.4489
2002-11-20,102.9657
2002-11-21,103.0523
2002-11-22,103.1346
2002-11-25,103.129
2002-11-26,103.2381
2002-11-27,103.4683
2002-11-28,103.4683
2002-11-29,103.1296
2002-12-02,103.3411
2002-12-03,103.0244
2002-12-04,102.991
2002-12-05,103.0942
2002-12-06,102.6079
2002-12-09,102.3949
2002-12-10,102.5688
2002-12-11,102.367
2002-12-12,101.7716
2002-12-13,101.3383
2002-12-16,101.5186
2002-12-17,101.0354
2002-12-18,101.0841
2002-12-19,101.0687
2002-12-20,100.9067
2002-12-23,101.1895
2002-12-24,100.66
2002-12-25,100.66
2002-12-26,100.5241
2002-12-27,100.5736
2002-12-30,100.3176
2002-12-31,100.2577
2003-01-01,100.2577
2003-01-02,100.8803
2003-01-03,100.4474
2003-01-06,99.9413
2003-01-07,100.3036
2003-01-08,100.1151
2003-01-09,99.9572
2003-01-10,99.568
2003-01-13,99.3796
2003-01-14,99.0044
2003-01-15,98.9119
2003-01-16,98.945
2003-01-17,98.4977
2003-01-20,98.4977
2003-01-21,98.5642
2003-01-22,98.278
2003-01-23,97.8735
2003-01-24,97.5672
2003-01-27,97.708
2003-01-28,97.9246
2003-01-29,97.451
2003-01-30,98.0636
2003-01-31,98.3091
2003-02-03,98.1752
2003-02-04,97.4809
2003-02-05,97.7171
2003-02-06,97.8563
2003-02-07,98.0715
2003-02-10,98.6263
2003-02-11,98.6085
2003-02-12,98.7293
2003-02-13,97.9473
2003-02-14,98.1211
2003-02-17,98.1211
2003-02-19,98.0159
2003-02-20,97.4805
2003-02-21,97.7541
2003-02-24,97.3644
2003-02-25,97.2984
2003-02-26,97.2223
2003-02-27,97.4562
2003-02-28,97.3887
2003-03-03,97.0657
2003-03-04,96.7014
2003-03-05,96.1092
2003-03-06,95.9587
2003-03-07,95.7182
2003-03-10,95.5578
2003-03-11,95.9284
2003-03-12,95.9404
2003-03-13,96.9268
2003-03-14,97.5359
2003-03-17,98.0625
2003-03-19,98.3534
2003-03-20,98.1994
2003-03-21,98.9228
2003-03-24,98.1906
2003-03-25,97.9336
2003-03-26,97.7963
2003-03-27,97.59
2003-03-28,97.4626
2003-03-31,96.5982
2003-04-01,96.6968
2003-04-02,97.4878
2003-04-03,97.5977
2003-04-04,97.759
2003-04-07,98.4513
2003-04-08,97.7898
2003-04-09,97.7112
2003-04-10,96.9759
2003-04-11,97.2011
2003-04-14,97.1292
2003-04-15,96.9927
2003-04-16,96.7662
2003-04-17,96.3748
2003-04-18,96.5556
2003-04-21,96.9557
2003-04-22,96.1587
2003-04-23,96.3803
2003-04-24,96.0179
2003-04-25,96.05
2003-04-28,96.1467
2003-04-29,95.9825
2003-04-30,94.9386
2003-05-01,94.2914
2003-05-02,94.6144
2003-05-05,94.1005
2003-05-06,93.5668
2003-05-07,93.3505
2003-05-08,92.8261
2003-05-09,92.7226
2003-05-12,92.3844
2003-05-13,92.5423
2003-05-14,92.2147
2003-05-15,92.2015
2003-05-16,91.7668
2003-05-19,91.204
2003-05-20,90.8918
2003-05-21,90.9818
2003-05-22,91.4048
2003-05-23,91.3055
2003-05-26,91.3055
2003-05-27,91.0644
2003-05-28,91.9188
2003-05-29,91.338
2003-05-30,91.6261
2003-06-02,91.4954
2003-06-03,91.9363
2003-06-04,91.3874
2003-06-05,90.2645
2003-06-06,91.2756
2003-06-09,91.1963
2003-06-10,91.4002
2003-06-11,90.7955
2003-06-12,90.7213
2003-06-13,90.2388
2003-06-16,90.2429
2003-06-17,90.3609
2003-06-18,90.6314
2003-06-19,91.1443
2003-06-20,91.5004
2003-06-23,91.5079
2003-06-24,91.884
2003-06-25,91.042
2003-06-26,92.1515
2003-06-27,92.2109
2003-06-30,92.1028
2003-07-01,91.6012
2003-07-02,91.3678
2003-07-03,91.3234
2003-07-04,91.3234
2003-07-07,92.1765
2003-07-08,93.0933
2003-07-09,92.9376
2003-07-10,92.7919
2003-07-11,92.9619
2003-07-14,92.9367
2003-07-15,93.6523
