date,xlk_vs_spy,xly_vs_spy,xlu_vs_spy
2023-09-14,38.23829825028866,38.80895283772981,14.481747934985345
2023-09-15,38.09459368022194,38.74641946906647,14.64690890227124
2023-09-18,38.17370331131799,38.23456484006943,14.509839280481485
2023-09-19,38.23270312394118,38.12202118768494,14.460933794131597
2023-09-20,37.98103228159766,38.09274120007296,14.608790807951852
2023-09-21,38.03055240038017,37.675884930109646,14.698996267878254
2023-09-22,38.19757446215324,37.38906184656847,14.704242367919706
2023-09-25,38.16023876177035,37.461536681859194,14.62184485112093
2023-09-26,38.031839954916876,37.32741617357002,14.396074011458628
2023-09-27,38.0753432695693,37.169346320854366,14.113366975707075
2023-09-28,38.124241575655745,37.36815084476804,13.728647437692523
2023-09-29,38.347992888556185,37.657902124075974,13.78544025451483
2023-10-02,38.77512812712082,37.70330673281693,13.149703961994804
2023-10-03,38.634692473730404,37.28503996774117,13.482293223273798
2023-10-04,38.833419676918,37.7454905100551,13.370696557245795
2023-10-05,38.899882214369846,37.57126030624264,13.297997644287399
2023-10-06,39.162825348046745,37.3911626391023,13.328211575173441
2023-10-09,39.11494598533392,37.19262532096509,13.375280483009092
2023-10-10,38.97224651355456,37.40507203019284,13.487826207023518
2023-10-11,39.17308397506417,37.38540520718739,13.650531719838652
2023-10-12,39.45026057279897,37.20426140294239,13.522114098602591
2023-10-13,39.07995365005794,36.84125144843569,13.742757821552724
2023-10-16,39.04458306577378,37.04705990276121,13.739565177506648
2023-10-17,38.86518967019862,37.13591119673409,13.703499839456907
2023-10-18,38.98561167801771,36.75414332535274,13.767694846702774
2023-10-19,39.10606664634289,36.13254226954014,13.751377717327582
2023-10-20,38.9230513544956,36.01462522851919,13.777630048196777
2023-10-23,39.03581791371356,36.11996384911764,13.685011653902867
2023-10-24,39.01045723862805,36.232089323230184,13.931968935155679
2023-10-25,39.11148365465213,36.01724344389893,14.213866602802058
2023-10-26,38.82923282026421,35.88413525633256,14.509756393164464
2023-10-27,39.232492451543784,36.42495373526833,14.300672056102073
2023-10-30,39.18525469813999,36.32426189273082,14.239996150051734
2023-10-31,39.2180774748924,36.37015781922525,14.273075083692014
2023-11-01,39.5542516443477,36.431173993280645,14.28334831779681
2023-11-02,39.467452873990155,36.67935741480174,14.277091651963971
2023-11-03,39.51321631507511,36.858450850031055,14.230831167038579
2023-11-06,39.68188390828341,36.8197571667929,14.161445064151119
2023-11-07,40.00183095690385,37.12493992172659,14.018263795115923
2023-11-08,40.19897084048027,36.99942824471126,13.905088622069753
2023-11-09,40.32592660888807,36.594136087036695,13.829983404019917
2023-11-10,40.74351467283993,36.6310342479744,13.690111436417693
2023-11-13,40.54385606215497,36.822735636884076,13.539607896590109
2023-11-14,40.56782474984957,37.338711474606114,13.81231475497515
2023-11-15,40.53326810176125,37.30430528375734,13.740882405265967
2023-11-16,40.68587166559314,36.87670746063123,13.797392443862025
2023-11-17,40.5510326316023,37.07713125845737,13.817964018722687
2023-11-20,40.82463787258398,36.9832254655924,13.670585127460043
2023-11-21,40.58287554878991,36.96913539391532,13.729123921724359
2023-11-22,40.607006285438004,36.93903564678476,13.742253087776362
2023-11-24,40.50652374467337,36.95470720028116,13.770153318982558
2023-11-27,40.573842633339204,37.07753916563985,13.815789473684209
2023-11-28,40.61064339568725,37.2540830457433,13.846086211065439
2023-11-29,40.67002485647038,37.17912056487979,13.74584808957128
2023-11-30,40.56967572304996,36.980718667835234,13.751095530236634
2023-12-01,40.42256588978436,37.26639076453932,13.837943803093008
2023-12-04,40.14101469267993,37.32072083908122,13.856226324202414
2023-12-05,40.38983793254489,37.39378011388524,13.760402978537012
2023-12-06,40.21022077579383,37.60005277509016,14.000791626352363
2023-12-07,40.390197062610476,37.62302773716256,13.864216659756018
2023-12-08,40.5606258148631,37.633637548891784,13.778791829639287
2023-12-11,40.756293426264634,37.58739366652958,13.814151821467997
2023-12-12,40.84033613445378,37.53285929756518,13.695324283559577
2023-12-13,40.63974495217854,37.50690754516472,14.01912858660999
2023-12-14,40.41016080167793,37.889027774835284,13.792080676256857
2023-12-15,40.84546055014595,38.1842200583811,13.630068395372128
2023-12-18,40.64877004894378,38.13801724685891,13.397037947327158
2023-12-19,40.556819139078435,38.20444781400051,13.391879369893017
2023-12-20,40.50527484730705,38.03442531926707,13.304574381753726
2023-12-21,40.57541781256611,38.25047598899937,13.20287708906283
2023-12-22,40.54681727013618,37.89295893592315,13.220732608466168
2023-12-26,40.544518027961736,37.89340901923684,13.245033112582782
2023-12-27,40.4692451365134,37.955132106356636,13.212734255314684
2023-12-28,40.50221317837588,37.743606956302834,13.302146048794814
2023-12-29,40.49567650585933,37.619658749026954,13.323935957585576
2024-01-02,39.65725166613773,37.48016502697556,13.593568179413943
2024-01-03,39.576356150941784,37.02510719085305,13.756692762217623
2024-01-04,39.41319979455572,36.88366718027735,13.758346173600414
2024-01-05,39.34860659941871,36.89092152504701,13.79081894340913
2024-01-08,39.768225874420565,36.991150442477874,13.695743784239358
2024-01-09,39.89195576939309,36.91018823330801,13.604710053178021
2024-01-10,40.00545576632533,36.996390800738624,13.526103743495046
2024-01-11,40.22672404744411,36.964416920331686,13.217172247297155
2024-01-12,40.32894184778048,36.494084081564154,13.283544516237308
2024-01-16,40.578611584865136,36.58644431811003,13.1872065357
2024-01-17,40.604289737237714,36.469118550043405,13.068241969976075
2024-01-18,41.06277151671598,36.353333753069315,12.814539654557283
2024-01-19,41.49202993180358,36.25189146611943,12.640175776796633
2024-01-22,41.58651360016548,36.01613403661185,12.549384631295895
2024-01-23,41.632636224889666,35.82477416161366,12.535577280039597
2024-01-24,41.8735449844455,35.649683759451165,12.3508930962731
2024-01-25,41.82119951642317,35.01833903653464,12.505378767698708
2024-01-26,41.39225703206746,35.22291294803143,12.558215875751419
2024-01-29,41.443605349400535,35.4570806277607,12.53892971278523
2024-01-30,41.13345148607631,35.464156939436535,12.54456191814867
2024-01-31,40.93770709078861,35.39595758780649,12.72572895957588
2024-02-01,40.91782502044153,35.611201962387575,12.800490596892885
2024-02-02,40.91028623444928,35.869323353899055,12.438555679174673
2024-02-05,41.15318241802862,35.49284336615572,12.224139681250634
2024-02-06,40.84578323009029,35.60468035143123,12.233288797117293
2024-02-07,41.043967074884556,35.70568159004216,12.14013250351335
2024-02-08,41.15427837534115,35.84644405201477,12.048482902552577
2024-02-09,41.4684756584198,35.89385474860335,12.02513966480447
2024-02-12,41.17130424368238,35.87967583536269,12.170146512834842
2024-02-13,41.03788860103627,35.656169041450774,12.13568652849741
2024-02-14,41.09352748861744,35.708125238181196,12.09258479250657
2024-02-15,40.726280352981014,35.87378737475349,12.210912133224436
2024-02-16,40.553742667814454,35.839122339893095,12.258012852595543
2024-02-20,40.36355584185522,35.69731862468798,12.317819470166679
2024-02-21,40.073610747973696,35.92848092355342,12.46958025783874
2024-02-22,40.545812807881774,35.88374384236454,12.12216748768473
2024-02-23,40.42335335236782,35.69754848872698,12.200452889632766
2024-02-26,40.61147453506987,35.93944544358584,12.00418980612265
2024-02-27,40.57167656283905,35.991162487917464,12.208786222949914
2024-02-28,40.43376920949709,36.18101370837119,12.262473827677479
2024-02-29,40.73767910565265,36.29546528105811,12.222484648086915
2024-03-01,41.095836989373105,36.076825582529004,12.034708004289753
2024-03-04,41.139957056412264,35.627561975405044,12.250634393909818
2024-03-05,40.53393272605387,35.539650617137895,12.338814622027682
2024-03-06,40.64933791074056,35.234919077979406,12.394310936733694
2024-03-07,40.884986694120165,35.154717274334224,12.352129912006374
2024-03-08,40.52020636285468,35.23606659892128,12.45798483545689
2024-03-11,40.44359255202629,35.170552339227044,12.531294007197621
2024-03-12,40.83362359224429,35.096172452494294,12.277951933124347
2024-03-13,40.45584045584045,35.077620791906504,12.380564761517142
2024-03-14,40.54374211088455,34.923779007670646,12.306049130983588
2024-03-15,40.33305219386855,34.92340584116274,12.447286350352078
2024-03-18,40.22540264399641,34.90621222165893,12.32890067464805
2024-03-19,40.210583467452636,35.01386438114444,12.369354869985068
2024-03-20,40.287811251152775,35.20980633261605,12.271364893944051
2024-03-21,40.18383761011107,35.29873611643048,12.211796246648793
2024-03-22,40.27359413672032,35.056886859423265,12.252259166171024
2024-03-25,40.11774438694038,35.03857475421822,12.343921349827808
2024-03-26,40.02621383550819,35.14774194791928,12.226055781499973
2024-03-27,39.895253932756084,35.25813789016955,12.46248829252442
2024-03-28,39.816850517139194,35.155906475232754,12.550901408989237
2024-04-01,39.99731882947756,34.95480312547878,12.496169756396508
2024-04-02,39.86585459872022,34.660010793308146,12.597332510986044
2024-04-03,39.92799522535184,34.64700333070215,12.533451416029726
2024-04-04,39.78209601029099,34.66388601945153,12.662989455629834
2024-04-05,39.822155353663945,34.49646046717976,12.568717088131475
2024-04-08,39.75362430598396,34.80490438001234,12.644586674892041
2024-04-09,39.90795655857659,34.92836786567048,12.699299083416776
2024-04-10,39.817552322415004,34.73702637516533,12.607951451023105
2024-04-11,40.30888030888031,34.754826254826256,12.488416988416988
2024-04-12,40.21141235196241,34.66966820005873,12.567289811099148
2024-04-15,39.94845871741501,34.524729903855686,12.609773020120924
2024-04-16,40.06911206879431,34.39119814112367,12.465990109824638
2024-04-17,39.72630106882429,34.42812905803616,12.801917890320647
2024-04-18,39.353779628443306,34.284913516976296,12.900384368994233
2024-04-19,38.88238145245981,34.28386784069795,13.213910655141772
2024-04-22,38.8717681901865,34.12110782037941,13.213399503722083
2024-04-23,38.98546425393059,34.12241669138732,13.119746860476617
2024-04-24,39.18205021665578,34.46508775053916,13.205120595160363
2024-04-25,39.24606248386264,34.62630836759419,13.291227233907327
2024-04-26,39.31649155943809,34.610238854129776,13.022862314563413
2024-04-29,39.34635140963808,35.28996588636631,13.153354507312867
2024-04-30,39.09916729750189,34.985457587951714,13.295350412367025
2024-05-01,38.82482262416308,34.8795842909963,13.492555211352053
2024-05-02,39.019464190246126,34.99198067441539,13.43880561550799
2024-05-03,39.61548240724442,34.796299556024955,13.379882258600793
2024-05-06,39.6712933387537,34.808448032212475,13.310877519019687
2024-05-07,39.49800827628882,34.520632710677965,13.447035618981321
2024-05-08,39.606334229200094,34.38774918308552,13.586882963707724
2024-05-09,39.3678989561105,34.42336159332526,13.714747101908992
2024-05-10,39.463174871361645,34.19476230704247,13.68366484908993
2024-05-13,39.64408439077768,34.14601370678236,13.681826035207617
2024-05-14,39.81272692528187,34.14484999044525,13.655646856487675
2024-05-15,40.21103099399751,33.77817207142588,13.690588546188984
2024-05-16,40.1539654618018,33.62840227732698,13.671527738372202
2024-05-17,40.00755500991595,33.75200679950892,13.663235432996505
2024-05-20,40.431271931479465,33.462249556653965,13.624872655925746
2024-05-21,40.39822342667871,33.59492622704005,13.71386630532972
2024-05-22,40.605477228545,33.3408829247117,13.591151878904553
2024-05-23,40.571526351813816,33.04243668720054,13.459198418130658
2024-05-24,40.64483227561196,33.155787246902385,13.504835297673011
2024-05-28,40.78820709310885,33.05147128215776,13.482191729110438
2024-05-29,40.81543432807451,33.06595704238738,13.402394981942598
2024-05-30,40.15039895907082,33.483859857254934,13.673676355217083
2024-05-31,39.85057928968276,33.36746496766976,13.789180271915352
2024-06-03,39.91852974611596,33.32512315270936,13.620689655172416
2024-06-04,39.957228562236224,33.3219780843695,13.599803175684627
2024-06-05,40.36508500570445,33.12323489255055,13.36338302130286
2024-06-06,40.23117495230614,33.36512924101298,13.225227247222534
2024-06-07,40.37377577198929,33.26903990561975,13.097133012490403
2024-06-10,40.35208901168652,33.272971661128324,13.224806780420417
2024-06-11,41.003817860135946,33.10550330570816,13.112952788900268
2024-06-12,41.56938081867888,33.17755282990986,12.921161519136989
2024-06-13,41.81399207300211,33.13669462623283,12.924693520140105
2024-06-14,41.9451711559011,32.854932016655006,12.885515310070378
2024-06-17,42.24456223725096,33.16761104002924,12.643026868945348
