date,close,volume,volume_ma20
2024-03-22,521.21,79070741.0,70995127.8
2024-03-25,519.77,48512108.0,70901399.4
2024-03-26,518.81,65463744.0,71731862.35
2024-03-27,523.17,82999777.0,73056521.25
2024-03-28,523.07,96294886.0,73675027.05
2024-04-01,522.16,62477540.0,72956665.8
2024-04-02,518.84,74230308.0,74178225.75
2024-04-03,519.41,59155759.0,73493232.55
2024-04-04,513.07,96858074.0,74917017.9
2024-04-05,518.43,74546483.0,75711737.8
2024-04-08,518.72,48401752.0,73805198.65
2024-04-09,519.32,68124385.0,74083559.55
2024-04-10,514.12,82652806.0,74560477.9
2024-04-11,518.0,70099007.0,75310225.15
2024-04-12,510.85,92561094.0,74429693.65
2024-04-15,504.45,92101447.0,73652452.85
2024-04-16,503.53,73484020.0,72881987.3
2024-04-17,500.55,75910305.0,73639740.75
2024-04-18,499.52,74548085.0,73887418.15
2024-04-19,495.16,102212587.0,75985245.4
2024-04-22,499.72,67961048.0,75429760.75
2024-04-23,505.65,64633620.0,76235836.35
2024-04-24,505.41,55928076.0,75759052.95
2024-04-25,503.49,69122368.0,75065182.5
2024-04-26,508.26,64306118.0,73465744.1
2024-04-29,510.06,46415449.0,72662639.55
2024-04-30,501.98,77483566.0,72825302.45
2024-05-01,500.35,80242839.0,73879656.45
2024-05-02,505.03,62550179.0,72164261.7
2024-05-03,511.29,72756704.0,72074772.75
2024-05-06,516.57,47264703.0,72017920.3
2024-05-07,517.14,52561299.0,71239766.0
2024-05-08,517.19,42047113.0,69209481.35
2024-05-09,520.17,43643667.0,67886714.35
2024-05-10,520.84,52233060.0,65870312.65
2024-05-13,520.91,36716361.0,63101058.35
2024-05-14,523.3,57535866.0,62303650.65
2024-05-15,529.78,59504878.0,61483379.3
2024-05-16,528.69,50244827.0,60268216.4
2024-05-17,529.45,59187499.0,58116962.0
2024-05-20,530.06,37763810.0,56607100.1
2024-05-21,531.36,33437000.0,55047269.1
2024-05-22,529.83,48389968.0,54670363.7
2024-05-23,525.96,57211196.0,54074805.1
2024-05-24,529.44,41291026.0,52924050.5
2024-05-28,529.81,36269602.0,52416758.15
2024-05-29,526.1,45190323.0,50802096.0
2024-05-30,522.61,46468510.0,49113379.55
2024-05-31,527.37,90785755.0,50525158.35
2024-06-03,527.8,46835676.0,49229106.95
2024-06-04,528.39,34632656.0,48597504.6
2024-06-05,534.67,47610315.0,48349955.4
2024-06-06,534.66,30808434.0,47788021.45
2024-06-07,534.01,43224525.0,47767064.35
2024-06-10,535.66,35729252.0,46941873.95
2024-06-11,536.95,36383411.0,46925226.45
2024-06-12,541.36,63251305.0,47210998.4
2024-06-13,542.45,44760909.0,46473799.95
2024-06-14,542.78,40089895.0,45966053.35
2024-06-17,547.1,55839357.0,45798646.25
2024-06-18,548.49,41376417.0,45979276.6
2024-06-20,547.0,70328226.0,47823837.9
2024-06-21,544.51,64513859.0,48630032.45
2024-06-24,542.74,45528654.0,48045905.35
2024-06-25,544.83,38273295.0,47895018.8
2024-06-26,545.51,38550637.0,48009070.55
2024-06-27,546.37,35041427.0,47501625.75
2024-06-28,544.22,76144534.0,48985426.95
2024-07-01,545.34,40297810.0,46461029.7
2024-07-02,549.01,40434720.0,46140981.9
2024-07-03,551.46,27500585.0,45784378.35
2024-07-05,554.64,41488389.0,45478282.05
2024-07-08,555.28,36110401.0,45743380.4
2024-07-09,555.82,27314043.0,44947856.3
2024-07-10,561.32,38701041.0,45096445.75
2024-07-11,556.48,53053997.0,45929975.05
2024-07-12,559.99,53084388.0,45421629.2
2024-07-15,561.53,40584226.0,45212795.05
2024-07-16,564.86,36475245.0,45032062.55
2024-07-17,556.94,57118946.0,45096042.0
2024-07-18,552.66,56270359.0,45840739.1
2024-07-19,548.99,65508933.0,45599774.45
2024-07-22,554.65,43346712.0,44541417.1
2024-07-23,553.78,34439286.0,43986948.7
2024-07-24,541.23,74515265.0,45799047.2
2024-07-25,538.41,61158050.0,46929417.85
2024-07-26,544.44,53763788.0,47865535.9
2024-07-29,544.76,39515769.0,46034097.65
2024-07-30,542.0,46853600.0,46361887.15
2024-07-31,550.81,65663387.0,47623320.5
2024-08-01,543.01,76428731.0,50069727.8
2024-08-02,532.9,82789056.0,52134761.15
2024-08-05,517.38,146267391.0,57642610.65
2024-08-06,522.15,84826215.0,60518219.25
2024-08-07,518.66,70698339.0,62118084.15
2024-08-08,530.65,63276401.0,62629204.35
2024-08-09,532.99,45619428.0,62255956.35
2024-08-12,533.27,42542037.0,62353846.9
2024-08-13,542.04,52333052.0,63146737.25
2024-08-14,543.75,42446926.0,62413136.25
2024-08-15,553.07,60846751.0,62641955.85
2024-08-16,554.31,44429955.0,61588006.95
2024-08-19,559.61,39121755.0,61376759.1
2024-08-20,558.7,33732264.0,61341408.0
2024-08-21,560.62,41514600.0,59691374.75
2024-08-22,556.22,56121339.0,59439539.2
2024-08-23,562.13,50639392.0,59283319.4
2024-08-26,560.79,35788496.0,59096955.75
2024-08-27,561.56,32693898.0,58388970.65
2024-08-28,558.3,41065882.0,57159095.4
2024-08-29,558.35,38715175.0,55273417.6
2024-08-30,563.68,62700079.0,54268968.75
2024-09-03,552.08,60600113.0,49985604.85
2024-09-04,550.95,47224929.0,48105540.55
2024-09-05,549.61,44264202.0,46783833.7
2024-09-06,540.36,68493798.0,47044703.55
2024-09-09,546.41,40445821.0,46786023.2
2024-09-10,548.79,36394578.0,46478650.25
2024-09-11,554.42,75248558.0,47624425.55
2024-09-12,559.09,51892647.0,48096711.6
2024-09-13,562.01,39310271.0,47019887.6
2024-09-16,562.84,36656122.0,46631195.95
2024-09-17,563.07,49320970.0,47141156.7
2024-09-18,561.4,59044898.0,48406788.4
2024-09-19,570.98,75315470.0,50096831.9
2024-09-20,568.25,77503045.0,51165917.2
2024-09-23,569.67,44116839.0,50839789.55
2024-09-24,571.3,46805576.0,51390643.55
2024-09-25,570.04,38428495.0,51677373.4
2024-09-26,572.3,48335896.0,52040874.1
2024-09-27,571.47,42100858.0,52210158.25
2024-09-30,573.76,63655445.0,52257926.55
2024-10-01,568.62,72668672.0,52861354.5
2024-10-02,568.86,38097707.0,52404993.4
2024-10-03,567.82,40846466.0,52234106.6
2024-10-04,572.98,43005186.0,50959676.0
2024-10-07,567.8,49964556.0,51435612.75
2024-10-08,573.17,37398593.0,51485813.5
2024-10-09,577.14,37912194.0,49618995.3
2024-10-10,576.13,44138048.0,49231265.35
2024-10-11,579.58,42267884.0,49379146.0
2024-10-14,584.32,36217215.0,49357200.65
2024-10-15,579.78,54203631.0,49601333.7
2024-10-16,582.3,30725415.0,48185359.55
2024-10-17,582.35,34393654.0,46139268.75
2024-10-18,584.59,37416801.0,44134956.55
2024-10-21,583.63,36438972.0,43751063.2
2024-10-22,583.32,34183693.0,43119969.05
2024-10-23,577.99,49314573.0,43664272.95
2024-10-24,579.24,34979843.0,42996470.3
2024-10-25,579.04,47268053.0,43254830.05
2024-10-28,580.83,30174654.0,41580790.5
2024-10-29,581.77,42899578.0,40092335.8
2024-10-30,580.01,41435752.0,40259238.05
2024-10-31,568.64,60182016.0,41226015.55
2024-11-01,571.04,45667533.0,41359132.9
2024-11-04,569.81,38216975.0,40771753.85
2024-11-05,576.7,39478239.0,40875736.15
2024-11-06,591.04,68181952.0,42389224.05
2024-11-07,595.61,47233212.0,42543982.25
2024-11-08,598.19,46444885.0,42752832.3
2024-11-11,598.76,37586772.0,42821310.15
2024-11-12,596.9,43005977.0,42261427.45
2024-11-13,597.19,47388640.0,43094588.7
2024-11-14,593.35,38904109.0,43320111.45
2024-11-15,585.75,75988474.0,45248695.1
2024-11-18,588.15,37084076.0,45280950.3
2024-11-19,590.3,49412046.0,46042367.95
2024-11-20,590.5,50032556.0,46078267.1
2024-11-21,593.67,46750263.0,46666788.1
2024-11-22,595.51,38226356.0,46214703.25
2024-11-25,597.53,42441393.0,46828040.2
2024-11-26,600.65,45621288.0,46964125.7
2024-11-27,598.83,34000143.0,46592345.25
2024-11-29,602.55,24130386.0,44789763.75
