date,value
2026-04-10,369.3
2026-04-13,374.6
2026-04-14,371.38
2026-04-15,372.0
2026-04-16,374.61
2026-04-17,362.78
2026-04-20,369.25
2026-04-21,371.79
2026-04-22,378.19
2026-04-23,381.84
2026-04-24,379.06
2026-04-27,381.2
2026-04-28,385.62
2026-04-29,394.49
2026-04-30,395.11
2026-05-01,393.4
2026-05-04,401.06
2026-05-05,398.45
2026-05-06,388.0
2026-05-07,387.72
