date,usd_cny_proxy
2026-02-18,6.9087
2026-02-19,6.9086
2026-02-20,6.9086
2026-02-23,6.9087
2026-02-24,6.8817
2026-02-25,6.8695
2026-02-26,6.8413
2026-02-27,6.8582
2026-03-02,6.8825
2026-03-03,6.9076
2026-03-04,6.8973
2026-03-05,6.9011
2026-03-06,6.9047
2026-03-09,6.9173
2026-03-10,6.8772
2026-03-11,6.8662
2026-03-12,6.869
2026-03-13,6.8966
2026-03-16,6.8961
2026-03-17,6.8868
2026-03-18,6.8882
2026-03-19,6.9004
2026-03-20,6.8943
2026-03-23,6.8917
2026-03-24,6.8934
2026-03-25,6.8995
2026-03-26,6.9102
2026-03-27,6.9138
2026-03-30,6.9114
2026-03-31,6.9004
2026-04-01,6.8738
2026-04-02,6.8976
2026-04-07,6.8574
2026-04-08,6.8297
2026-04-09,6.8347
2026-04-10,6.8284
2026-04-13,6.8322
2026-04-14,6.8158
2026-04-15,6.8211
2026-04-16,6.8213
2026-04-17,6.8223
2026-04-20,6.8177
2026-04-21,6.8158
2026-04-22,6.8244
2026-04-23,6.835
2026-04-24,6.8363
2026-04-27,6.8231
2026-04-28,6.8388
2026-04-29,6.8335
2026-04-30,6.8287
2026-05-04,6.8303
2026-05-05,6.8302
2026-05-06,6.8112
2026-05-07,6.8019
