date,value
2005-04-08,34.99545513569666
2005-04-09,34.99545513569666
2005-04-10,34.99545513569666
2005-04-11,30.385664199454617
2005-04-12,23.568367744448775
2005-04-13,28.37293857940527
2005-04-14,22.607453577457473
2005-04-15,20.464874691598496
2005-04-16,20.464874691598496
2005-04-17,20.464874691598496
2005-04-18,32.34644851318011
2005-04-19,36.0862225684976
2005-04-20,40.26749772756785
2005-04-21,41.07258797558759
2005-04-22,36.85235683677445
2005-04-23,36.85235683677445
2005-04-24,36.85235683677445
2005-04-25,36.44981171276457
2005-04-26,45.448643033372285
2005-04-27,45.916114790286976
2005-04-28,49.91559537722374
2005-04-29,41.592001038826126
2005-04-30,41.592001038826126
2005-05-01,41.592001038826126
2005-05-02,41.592001038826126
2005-05-03,41.592001038826126
2005-05-04,41.592001038826126
2005-05-05,41.592001038826126
2005-05-06,41.592001038826126
2005-05-07,41.592001038826126
2005-05-08,41.592001038826126
2005-05-09,38.99493572263342
2005-05-10,39.42345149980522
2005-05-11,43.52681469938969
2005-05-12,41.46214777301649
2005-05-13,43.539800025970656
2005-05-14,43.539800025970656
2005-05-15,43.539800025970656
2005-05-16,41.4231917932736
2005-05-17,43.539800025970656
2005-05-18,45.604466952343856
2005-05-19,45.033112582781456
2005-05-20,43.539800025970656
2005-05-21,43.539800025970656
2005-05-22,43.539800025970656
2005-05-23,38.09894818854694
2005-05-24,41.34527983378782
2005-05-25,41.92961952993118
2005-05-26,39.838981950396054
2005-05-27,38.69627321127126
2005-05-28,38.69627321127126
2005-05-29,38.69627321127126
2005-05-30,40.72198415790157
2005-05-31,40.137644461758214
2005-06-01,35.87845734320218
2005-06-02,32.81392027009479
2005-06-03,31.112842487988573
2005-06-04,31.112842487988573
2005-06-05,31.112842487988573
2005-06-06,35.32008830022075
2005-06-07,35.6577067913258
2005-06-08,49.18841708868978
2005-06-09,51.110245422672385
2005-06-10,47.66913387871705
2005-06-11,47.66913387871705
2005-06-12,47.66913387871705
2005-06-13,48.110634982469804
2005-06-14,44.56564082586677
2005-06-15,39.838981950396054
2005-06-16,40.916764056616024
2005-06-17,40.37138034021556
2005-06-18,40.37138034021556
2005-06-19,40.37138034021556
2005-06-20,45.63043760550578
2005-06-21,43.383976106999086
2005-06-22,44.07219841579016
2005-06-23,41.77379561095961
2005-06-24,42.5269445526555
2005-06-25,42.5269445526555
2005-06-26,42.5269445526555
2005-06-27,46.86404363069731
2005-06-28,43.3450201272562
2005-06-29,42.73470977795091
2005-06-30,38.462537332813916
2005-07-01,18.828723542397093
2005-07-02,18.828723542397093
2005-07-03,18.828723542397093
2005-07-04,15.660303856641994
2005-07-05,13.660563563173614
2005-07-06,12.38800155823919
2005-07-07,13.180106479677963
2005-07-08,9.362420464874692
2005-07-09,9.362420464874692
2005-07-10,9.362420464874692
2005-07-11,8.167770419426049
2005-07-12,11.504999350733671
2005-07-13,10.414231917932735
