date,signal_raw,signal_smoothed,position,p_down,p_flat,p_up,pred_label,true_label
2024-04-15,0.0607144960281239,0.014642854157325002,0.5,0.3477434210117188,0.24379866194843797,0.4084579170398427,2,0
2024-04-16,0.048289163922186795,0.01633734305247363,0.5,0.3547547418091142,0.24220135245958427,0.403043905731301,2,0
2024-04-17,0.005223448844869638,0.01571175326471913,0.5,0.3819543505111858,0.23086785013275835,0.38717779935605545,2,1
2024-04-18,-0.011928916013441426,0.020634094449469065,0.5,0.3878090567011725,0.23631080261109613,0.37588014068773107,0,1
2024-04-19,-0.010679017118571721,0.018323835132633436,0.5,0.3785124589927478,0.25365409913307535,0.3678334418741761,0,2
2024-04-22,-0.07682901752545507,-0.009184867578082356,0.5,0.44256370006244466,0.1917016174005655,0.3657346825369896,0,2
2024-04-23,-0.06949776554786069,-0.03274225347209185,0.0,0.4351658440656992,0.199166077416462,0.3656680785178385,0,1
2024-04-24,-0.05585479657061171,-0.044957902555188126,0.0,0.4324817696142633,0.19089125734208462,0.3766269730436516,0,1
2024-04-25,-0.014686459878486269,-0.045509411328197094,0.0,0.4120199083906912,0.19064664309710339,0.3973334485122049,0,2
2024-04-26,-0.08568870313524674,-0.060511348531532096,0.0,0.4396812464359195,0.2063262102634077,0.35399254330067276,0,2
2024-04-29,0.03455258614563789,-0.038235027797313505,0.0,0.35720670410686894,0.2510340056406242,0.39175929025250683,2,2
2024-04-30,0.13903920722174473,0.003472366756607581,0.0,0.3314899869528834,0.19798081887248836,0.47052919417462813,2,2
2024-05-01,0.4275938476677351,0.10016209560427694,0.5,0.18622623670411087,0.19995367892404248,0.613820084371846,2,2
2024-05-02,0.3112462729665749,0.16534864217328918,0.8,0.22109525779398728,0.24656321144545026,0.5323415307605622,2,2
2024-05-03,0.17002437565162748,0.216491257930664,0.8,0.22744175758631568,0.37509210917574126,0.39746613323794316,2,2
2024-05-06,0.15458558741313058,0.24049785818416253,0.8,0.2297807285711619,0.38585295544454556,0.3843663159842925,1,1
2024-05-07,0.13720824280953084,0.2401316653017198,0.8,0.22851037096984864,0.40577101525077164,0.3657186137793795,1,2
2024-05-08,0.10723592861496375,0.1760600814911655,0.8,0.23515011782534104,0.4224638357343541,0.3423860464403048,1,2
2024-05-09,0.04049705247243596,0.12191023739233771,0.8,0.2651990385502085,0.4291048704271471,0.30569609102264445,1,2
2024-05-10,0.06644410584580929,0.10119418343117408,0.8,0.2623816800157427,0.4087925341227052,0.328825785861552,1,2
2024-05-13,0.11505518853062657,0.09328810365467329,0.8,0.23757538666541156,0.40979403813855025,0.35263057519603813,1,2
2024-05-14,0.12095524208950165,0.09003750351066744,0.5,0.22747147562867326,0.42410180665315206,0.3484267177181749,1,2
2024-05-15,0.16544082017474318,0.10167848182262333,0.5,0.20264065310679255,0.42927787361167213,0.36808147328153573,1,1
2024-05-16,0.19947544559860433,0.133474160447857,0.8,0.1989407623557918,0.4026430296898123,0.39841620795439614,1,1
2024-05-17,0.15376795377475552,0.15093893003364625,0.8,0.21622150780819957,0.4137890306088459,0.3699894615829551,1,2
2024-05-20,0.11852068810954458,0.15163202994942987,0.8,0.21695684033592566,0.44756563121860493,0.33547752844547024,1,2
2024-05-21,0.12343957247918713,0.15212889602736696,0.8,0.20697176999515648,0.46261688753050073,0.3304113424743436,1,1
2024-05-22,0.12127334504518233,0.14329540100145477,0.8,0.2021454908561906,0.4744356732424368,0.32341883590137294,1,1
2024-05-23,0.08272830037705853,0.11994597195714563,0.8,0.22432959996276164,0.46861249969741875,0.30705790033982017,1,1
2024-05-24,0.09952062533124212,0.10909650626844294,0.8,0.2061969077864806,0.48808555909579715,0.3057175331177227,1,1
2024-05-28,0.15125002504119617,0.11564237365477326,0.8,0.19024818904620022,0.4682535968664036,0.3414982140873964,1,0
2024-05-29,0.16716301731978533,0.1243870626228929,0.8,0.2541747681476209,0.3244874463849723,0.42133778546740625,2,2
2024-05-30,0.1661158087103623,0.13335555535592886,0.8,0.2621891599580585,0.30950587137352054,0.4283049686684208,2,2
2024-05-31,0.07658534529113104,0.1321269643387434,0.8,0.23668727184493532,0.4500401110189981,0.31327261713606636,1,2
2024-06-03,0.23381704753638133,0.15898624877977122,0.8,0.1821989861043845,0.40178498025485004,0.41601603364076584,2,2
2024-06-04,0.1339612975836224,0.15552850328825646,0.8,0.25085269028060664,0.3643333218551644,0.38481398786422905,2,2
2024-06-05,0.11137646662803344,0.1443711931499061,0.8,0.24137725013734349,0.40586903309727956,0.3527537167653769,1,2
2024-06-06,0.13026981496625772,0.13720199440108521,0.8,0.2441291970554585,0.3814717909228252,0.3743990120217162,1,2
